11,73
12,3
-4,47
3,74
3,23
2,38
13,69
2,92
1,03
6,12
4,38
-4,09
-0,33
5,97
4,16
-4,65
6,09
8,58
-0,56
6,1
-3,96
-4,43
-2,23
-2,6
11,92
6,87
4,05
2,3
9,94
8,67
0,42
9,8
5,65
14,22
11,17
-5,03
14,52
5,97
12,21
9,09
6,79
-4,64
15,21
12,95
9,32
-1,65
1,16
12,3
5,33
-1,89
0,87
6,77
12,29
7,18
-2,69
11,01
9,38
13,54
7,23
11,76
13,73
6,24
8,39
7,77
0,55
9,98
5,67
0,85
10,21
4,04
-3,76
-5,02
11,78
5,75
14,71
-4,47
-4,24
0,23
3,49
8,43
0,56
7,16
12,38
6,68
2,66
9,06
12,91
13,87
11,77
-4,99
1
-4,16
14,15
-4,7
10,77
-4,59
2,37
2,3
7,25
14,74
8,09
-4,83
-3,05
-3,86
-3,27
0,74
10,39
1,4
7,87
-3,37
10,1
4,01
4,9
14,21
6,05
1,42
9,27
-3,44
-0,04
6,9
12,48
7,2
4,48
10,05
-2,1
-4,75
-3,77
11,33
10,39
14,16
8,57
8,87
8,38
4,15
-4,81
0,25
5,07
11,09
4,81
-3,23
14,07
6,37
0,85
10
0,31
12,39
6,34
15,34
4,65
4,2
1,55
0,66
-2,81
-4,79
-2,88
-4,26
6,1
2,3
13,65
-3,67
-0,63
14,46
6,41
9,12
3,47
-3,91
11,04
-4,39
13,87
0,66
11,76
13,58
7,16
-1,95
8,23
0,97
1,2
9,88
4,6
0,91
4,32
-3,71
1,54
1,05
7,47
2,76
6,53
8,02
1,89
14,86
9,56
-2,38
12,84
3,33
12,81
15,01
15,36
7,14
1,39
-0,92
-3,79
5,58
-3,67
-1,15
7,84
3,37
8,9
14,55
2,38
11,55
9,95
11,62
13,11
7,6
7,41
-2,07
7,78
0,22
-3,49
-4,44
4,96
-2,13
9,13
14,42
6,51
9
-4,41
-1,31
0,64
8,63
1,02
9,47
3,35
0,38
-0,45
14,15
15,37
-2,46
8,62
-1,05
9,26
7,39
0,5
5,74
-0,24
13,35
-0,08
0,1
11,32
9,74
2,09
10
5,49
0,69
9,52
13,75
11,86
-2,68
7,75
14,25
2,64
5,07
8,76
9,16
5,39
-4,66
3,13
7,59
2,9
8,67
-2,04
5,09
7,01
12,96
1,7
12,98
12,78
-1,76
9,51
8,57
3,93
10,89
2,78
6,31
1,39
6,43
-1,17
-2,49
6,26
1,21
-2,85
12,91
5,2
9,77
11,72
-0,95
14,03
6,74
-4,79
-0,72
5,07
7,74
12,61
-2,5
6,63
12,4
-2,16
7,93
14,39
11,94
-4,17
8,47
3,21
14,59
5,17
7,15
-2,85
-2,69
2,62
14,37
11,91
0,47
-3,82
-3,46
6,38
0,46
15,3
12,64
-3,91
-2,49
14,36
0,89
-2,11
5,09
-1,65
11,6
13,69
0,13
15,09
4,4
3,44
6,3
-1,47
9,72
0,24
4,08
4,56
6,02
-0,54
-0,57
-3,24
11,58
-1,03
-3,76
2,78
-0,54
6,41
10,92
6,53
1,02
12,5
0,61
6,7
11,74
12,99
10,34
5,43
13,53
11,1
8,97
8,86
12,42
-2,38
13,62
5,79
0,46
-3,2
1,87
11,71
-2,85
11,31
4,13
8,03
12,07
-4,4
-2,37
-3,22
-3,5
-2,84
14,29
0,05
-2,37
9,01
8,92
7,3
-2,31
15,01
2,2
12,13
5,31
14,05
6,43
10,33
5,89
5,97
-0,26
8,81
0,75
5,86
-2,83
-2,48
-0,6
14,61
4,23
5,12
3,22
7,98
10,03
10,99
10,21
8,42
3,78
11,22
12,21
3,78
6,09
-1,73
4,11
1,18
2,96
0,85
10
5,14
1,26
-1,49
-0,27
9,21
-3
0,96
11,27
4,23
11,43
6,05
15,39
11,63
-4,5
-1,58
-0,36
-1,35
-1,06
5,11
-0,16
6,61
-3,22
12,3
5,12
10,62
13,53
-3,03
15,28
-3,68
-0,45
14,98
-2,24
11,73
2,92
9,67
8,21
0,58
0,24
9,42
5,84
3,92
15,12
0,84
12,39
13,14
11,23
-4,56
3,14
2,53
14,04
0,32
-2,9
13,25
-4,13
-1,75
3,21
4,37
8,79
4,52
11,09
-5,11
1,09
9,8
-0,46
11,85
3,14
-1,48
3,56
1,24
5,61
14,47
13,81
4,92
14,68
11,32
6,89
11,35
15,31
7,39
14,79
12,94
9,23
7,6
-2,31
14,64
12,74
-0,08
10,72
-0,47
1,31
-1,3
7,2
11,13
13,73
5,81
-2,31
0,18
-3,85
-4,61
4,86
7,57
7,28
-3,24
12,32
14,98
1,91
7,58
13,97
-0,05
6,76
7,27
4,46
-3,75
5,13
13,55
1,06
8,89
6,97
0,3
14,52
-1,92
3,21
-1,11
15,33
1,77
2,12
-2,46
6,59
3,73
8,49
1,57
10,05
14,77
-2,62
2,08
0,52
7,33
10,68
-1,89
7,59
0,02
1,35
5,62
8,17
9,44
9,64
5,8
0,85
-4,96
-0,4
4,2
8,61
11,26
-3,72
1,64
-0,79
3,25
-3,17
5,41
7,71
-0,78
-4,16
5,1
6,87
0,04
12,63
5,1
14,27
-2,09
7,89
9,13
13,62
3,72
8,12
9,36
12,13
13
6,12
0,75
7,54
11,73
12,09
6,41
-1,02
-0,86
8,37
14,19
13,35
11,15
-2,27
12,67
5,36
0,13
5,8
3,22
-0,97
11,66
14,15
2,99
12,21
-0,6
6,93
-2,2
2,55
5,88
5,99
-0,25
-2,01
2,33
4,91
1,62
12,53
11,49
13,28
11,38
2,53
4,84
0,97
2,59
7,08
13,84
7,16
-2,02
-4,96
10,62
-1,37
8,34
13,32
-0,24
5,19
-4,67
14,25
-2,01
3,94
2,99
-0,34
9,15
-1,29
8,51
8,55
3,47
11,06
5,87
1,1
11,51
-5
9,27
2,26
9,82
-4,46
9,59
5,54
6,42
11,31
13,77
7,65
3,81
-2,38
7,34
2,11
13,05
1,83
13,64
12,55
4,44
2,78
9,4
2,4
5,14
6,58
8,79
0,99
7,86
9,44
-1,54
-2,36
-3,86
12,28
-1,07
10,48
4,76
0,94
-1,65
-0,93
11
5,19
2,68
2,08
5,57
10,75
11,26
6,39
6,77
1,26
10,91
-3,5
12,82
8,73
12,07
3,59
1
1,72
12,52
-1,9
2,16
3,45
13,09
12,39
7,7
10,99
6,37
6,93
14,09
12,27
12,75
6,96
-1,66
9,43
-3,6
14,65
-5,05
2,17
12,24
9,8
10,72
-2,75
9,62
1,46
13,93
-3,18
0,22
2,82
-4,93
10,74
4,33
-2,11
3,83
-4,89
12,31
2,4
7,51
5,69
9,79
9,99
-0,76
-0,81
7,7
9,91
3,91
-1,2
13,57
-1,75
7,18
12,82
3,49
14,23
4,89
-2,43
2,78
-0,24
9,24
6,48
13,86
5,73
5,62
-1,6
6,72
-1,8
2,79
9,72
-2,01
-1,91
12,52
9,4
2
4,67
7,79
-2,89
5,42
6,39
4,95
15,11
12,95
9,99
-1,34
-3,17
11,04
-2,35
2,11
5,51
8,4
1,12
7,73
7,41
8,57
-4,12
7,23
-1,09
-0,77
-4,31
7,87
4,35
1,98
9,6
-4,34
10,33
1,14
13,18
5,68
14,23
1,3
2,64
7,56
11,79
10,21
9,53
8,94
-1,28
1,93
3,64
2,77
3,92
11,5
12,69
-3,83
12,28
5,76
-0,03
-4,31
0,97
12,84
3,73
13,28
4,59
13,92
-4,55
7,99
-1,79
9,18
3,73
11,1
13,27
7,38
3,28
-0,94
0,62
8,96
11,34
12,6
14,45
2,35
3,36
12,38
10,99
8,33
-1,19
8,26
4,7
8,28
-1,21
-0,57
-3,97
12,35
-0,44
-3,75
12,97
4,76
-2,18
13,27
9,62
-3,61
5,58
4,95
13,6
7,95
4,9
11,95
3,08
8,48
10,96
-1,83
9,83
2,77
-3,36
14,02
4,33
6,75
-2,85
11,66
9,97
2,6
-1,86
5,33
5,25
-0,84
9,93
-4,23
2,67
1,89
1,49
11,26
6
13,47
-2,16
12,91
12,17
13,82
14,19
-2,1
-1,72
2,27
0,03
11,63
12,73
-4,52
5
8,66
10,56
0,95
7,32
1,07
2,47
1,56
-1,84
1,87
13,66
-4,9
15,11
9,3
13,43
3,98
4,13
-3,96
1,85
15,1
7,58
11,76
-0,21
-0,86
-3,3
5,91
7,97
14,66
8,24
2,55
-2,57
1,92
8,01
4,62
9,56
-3,88
0,62
-3,42
9,97
-4,73
3,65
-0,71
10,17
11,37
14,66
11,93
14,12
-0,25
-0,13
9,7
13,54
-1,16
4,63
13,03
3,31
8,65
3,72
6,28
-0,9
-3,73
8,51
3,21
8,73
11,01
-0,7
6,59
2,5
5,34
15,14
12,16
-1,78
2,41
1,48
1,43
6,31
3,14
-3,55
3,82
-0,11
0,18
7,19
3,08
9,64
13,94
4,42
13,99
12,69
10,39
-3,83
-4,23
7,81
9,75
12,89
8,56
2,17
-4,7
5,96
14,56
6,93
2,92
4,29
3,64
0,01
3,12
6,34
5,98
12,77
-1,94
1,58
-4,98
7,05
15,3
1,25
14,32
4,48
0,28
8,97
10,2
1,45
0,72
9,31
7,51
4,02
14,23
-0,79
3,87
4,93
8,33
14,67
5,87
12,59
-2,71
12,3
12,37
11,3
-1,59
-2,08
1,38
2,46
13,84
-3,92
9,49
3,67
-3,99
4,12
7,91
3,36
13,97
-1,07
-3,26
1,73
11,17
7,97
1,07
9,02
12,18
15,03
1,19
-1,24
-2,68
-4,09
-0,71
-1,2
11,11
-2,17
4,61
-2,14
4,28
-2,13
0,92
-2,79
2,45
2,6
3,01
-0,51
15,23
-1,31
2,86
4,96
6,7
-4,63
6,36
4,25
12,78
-1,01
-3,73
4,73
6,09
-1,79
14,52
-1,21
12,14
-2,53
-0,01
12,79
12,19
5,54
7,96
13,59
14,91
4,91
14,48
10,95
13,41
14,93
14,69
3,43
-0,18
-3,57
9,19
8,34
7,02
11,63
7,46
-3,2
4,95
10,44
1,42
6,98
-3,58
15,29
7,18
0,92
-1,25
-3,01
0,48
-0,17
-2,54
5,63
2,71
4,54
6,14
4,68
5,46
-3,35
-3,7
10,81
6,25
13,25
-0,29
8,25
-0,23
4,51
4,42
1,04
7,17
-4,64
5,41
-1,96
2,69
-3,4
-1,03
-4,16
12,02
15,02
13,14
8,41
7,06
11,27
9,31
9,71
0,83
9,59
9,13
-0,49
-2,94
-2,8
1,03
5,67
-4,64
9,54
-0,95
3,58
2,12
3,58
10,38
-2,48
11,9
13,12
5,23
-0,02
9,82
14,82
-2,21
0,96
0,42
5,15
8,06
5,84
-1,08
3,29
-1,39
10,38
-1,2
5,4
2,28
5,58
10,79
-0,23
-1,17
4,82
9,73
15,15
-2,46
8,56
12,96
10,8
9,13
3,3
-0,5
10,47
11,91
9,34
0,9
4,19
15,3
1,41
6,66
3,02
14,49
7,32
4,54
10,6
1,61
7,47
5,78
4,08
-0,37
12,12
-3,85
-0,35
2,14
6,99
9,15
-4,74
5,65
10,07
12,14
4,63
3,41
5,03
11,43
-0,39
1,19
3,85
6,78
4,68
4,34
10,02
5,51
-4,28
14,32
2,62
0,69
6,92
-4,87
14,54
8,4
5,47
-2,37
3,74
6,02
12,41
2
15,25
3,19
-0,22
-4,96
0,49
13,94
0,08
4,68
-3,12
15,02
4,32
11,29
-0,21
4,26
13,16
-4,45
-4,04
15,14
5,02
1,47
-4,71
0,74
14,92
1,16
-2,91
-5,02
6,52
-3,47
1,52
1,86
15,08
14,41
14,42
13,01
1,35
-4,48
1,85
4,49
-1,29
11,48
0,28
6,45
12,29
3,01
11,77
11,03
10,75
5,13
10,65
4,78
-3,47
4
-4,14
5,8
1,57
9,37
3,67
14,03
13,36
0,36
2,28
-1,59
-1,99
10,43
15,34
5,31
12,28
2,18
-2,23
12,5
9,1
6,87
11,29
8,94
-3,95
4,24
3,85
6,76
4,79
1,47
-0,36
-3,76
1,29
12,14
0,18
5,93
13,41
3,48
6,3
7,39
7,25
3,23
6,54
13,75
4,06
-3,28
3,3
-3,29
3,07
1,32
14,15
3,43
2,22
13,55
11,09
5,07
8,11
2,32
4,61
12,74
0,37
12,32
4,1
6,75
-4,42
0,9
12,53
1,27
5,11
4,27
7,3
3,65
11,29
5,79
0,11
0,72
-4,82
12,95
-0,26
14,73
-4,2
1,99
-1,45
-1,68
2,72
11,62
9,43
3,14
-4,09
10,52
13,22
5,94
14,28
8,96
1,87
10,34
14,54
15,2
13,03
-1,99
-0,41
-3,12
7,01
14,21
9,42
5,35
7,54
11,84
8,3
5,22
4,74
10,57
-2,56
5,28
11,8
13,78
8,63
0,63
-1,12
-0,63
6,88
4,25
0,22
9,99
6,45
-3,79
4,78
-2,82
-1,23
5,18
1,59
-4,61
15,32
-3,42
10
14,32
10,38
-0,26
4,3
12,77
-1,07
12,99
10,24
6,1
0,63
-2,49
3,36
3,86
12,57
3,5
-3,44
8,76
11,17
8,52
6,54
10,75
12,07
12,43
2,62
8,06
-4,57
5,21
7,92
-2,02
-1,52
4,2
10,65
-4,29
10,69
12,88
-1,75
3,74
11,73
1,51
-4,71
9,29
9,42
9,53
4,21
3,8
8,25
-4,22
0,02
10,68
3,47
8,23
-0,37
1,66
5,44
14,66
-2,89
13,36
12,53
11,64
12,2
9,12
-0,07
7,11
2,47
11,84
2,26
2,51
8,57
15,1
0,1
8,23
12,43
4,51
8,08
12,66
-3,82
-2,6
3,07
14,22
15,21
15,06
0,05
12,65
9,92
5,65
-0,57
3,85
5,67
11,44
10,63
0,3
6,62
-5,06
4,72
1,57
4,21
-2,84
1,92
7,78
-3,61
0,6
2,61
0,33
5,43
10,64
11,21
10,52
8,99
8,19
13,33
15,12
5,15
13,71
11,83
12,55
3,93
2,68
12,6
12,22
7,27
13,82
12,25
12,54
-0,68
15,21
-3,53
12,35
15,19
1,36
3,3
14,43
10,89
10,7
12,69
9,47
7,3
15,13
2,07
14,68
9,85
4,31
10,27
12,88
13,52
10,92
10,55
8,31
-1,49
7,58
13,05
-3,61
-0,03
5,1
-4,63
-2,02
3,76
5,47
-4,14
5,63
9,03
14,27
10,73
2,48
-0,25
14,3
-0,92
9,86
-4,12
-2,78
0,1
4,21
-4,53
13,32
-2,78
-2,19
-1,59
14,77
14,43
3,81
-0,49
3,56
8,69
2,47
3,72
1,77
9,32
0,64
10,18
9,57
0,56
-3,32
14,12
11,85
0,5
10,99
8,98
2,64
7,99
14,62
6,69
-4,45
7,29
-3,85
2,33
3,7
-4,23
2,05
2,74
12,96
14,97
4,4
6,45
7,46
0,97
0,33
0,43
3,12
14,17
13,38
-0,16
13,85
15,08
1,71
12,06
-1,72
5,49
-0,97
7,67
1,63
4,23
11,17
1,63
15,22
12,53
-1,18
11,68
7,39
-5,01
-5,13
0,85
2,12
13,3
12,63
10
11,57
5,64
1,52
5,73
-4,97
5,41
0,72
3,88
10,02
9,63
8,24
-4,12
0,43
-0,51
-1,09
13,61
12,15
9,78
-4,04
3,58
-1,34
-2,37
6,64
10,33
-2,99
4,05
8,45
2,98
14,15
7,39
13,12
-4,6
-2,69
7,12
-4,66
8,05
-1,17
8,7
7,5
11,62
-1,63
2,14
7,02
0,44
-0,86
-2,21
6,1
2,75
11,48
-3,33
4,11
7,74
12,2
3,9
6,19
8,8
14,4
6,59
3,57
6,38
12,37
13,14
5,14
-2,52
11,92
7,69
13,98
8,72
-1
6,27
9,64
-1,7
-2,86
-0,26
0,07
11,92
6,01
1,06
6,05
14,62
13,36
0,55
6,9
12,34
-1,86
0,23
-1,39
8,81
-4,22
1,95
9,05
7,64
-0,01
-4,03
14,66
0,63
12,41
4,39
3,93
6,85
-0,78
12,79
-1,4
0,07
2,43
0,66
5,46
7,31
-1,32
9,68
-2,36
8,2
-4,61
4,35
8,43
6,68
1,09
8,21
14,75
6,54
3,94
0,02
7,79
12,46
12,63
-3,15
13,72
-3,98
0,49
14,84
14,92
-3,52
12,54
14,61
10,25
-4,58
-3,2
1,69
4,76
12,88
10,18
6,71
4,98
1,51
-0,84
-4,3
7,1
11,04
2,95
2,84
14,95
-0,95
5,04
12,79
-2,23
14,61
-0,15
1,55
2,84
0,44
2,34
4,29
1,67
-0,75
10,16
-3,98
11,07
-3,81
9,5
7,86
4,73
14,81
-1,69
-3,28
11,76
12,63
10,44
1,14
8,16
11,79
5,15
-2,46
8,48
13,06
15,3
10,72
6,84
15,15
11,7
11,05
10,97
10,66
14,25
-0,82
5,4
0,74
-0,11
0,59
6,76
-2,01
0,03
5,77
-3,61
10,49
13,51
-5,01
-4,4
3,17
-4,12
0,54
-0,98
14,12
8,79
6,46
10,69
-0,34
11,22
4,02
-0,65
14,84
4,59
11,33
-0,1
13,86
12,29
9,48
-4,59
14,54
6,73
5,87
7,59
4,7
9,78
5,02
6,61
14,79
-4
13,39
14,96
15,16
9,97
-1,48
14,12
6,01
6,88
12,25
-3,28
2,64
3,9
0,59
4,93
11,28
-3,9
7,32
8,81
4,11
0,72
-2,06
13,6
-1,12
14,99
-3,53
11,85
5,41
8,35
9,72
-0,8
-1,38
15,26
11,3
-1,49
13,23
4,47
-0,41
-0,27
0,92
12,61
9,29
1,83
-5,1
7,62
8,18
5,5
1
-4,2
11,72
3,46
-2,68
11,62
-2,64
8,93
13,47
15,2
10,93
-4,97
8,36
2,08
3,56
13,06
12,57
7,91
13,5
2,79
8
-3,07
7,11
1,67
11,92
2,45
2,74
6,9
6,83
11,52
13,56
6,67
1,66
6,38
5,7
4,47
12,04
1,12
-3,27
2,41
12,75
-2,78
0,45
13,44
8,94
-0,59
6,77
14,25
3,91
11,63
4,67
2,39
9,53
0,24
12,9
-1,08
4,09
4,9
6,95
10,28
3,74
5,87
-3,05
-3,19
-3,51
-0,88
8,77
-3,17
11,78
14,49
-4,12
6,3
6,04
5,95
5,44
5,63
11,88
9,08
8,13
7,36
11,08
3,89
-2,16
10,6
1,71
6,02
12,55
-3,72
8,89
1,63
-4,77
1,99
9,58
1,85
14,07
1,74
-4,87
-1,5
11,8
4,67
6,04
4,79
-2,68
4,82
10,61
13,77
11,76
-1,57
10,2
2,12
2,45
10,42
12,17
14,99
14,61
15,26
2,88
1,76
10,5
5,87
1,98
7,35
3,35
5,01
14,12
9,3
12,13
-0,96
7,28
-1,44
5,36
8,24
12,68
-1,69
-3,82
1,14
1,43
8,43
15,4
3,34
9,67
8,97
1,48
1,62
14,59
0,21
5,22
9,99
2,65
14,22
14,26
8,77
3,4
0,79
-2,45
14,09
-3,7
7,72
6,11
-3,83
-3,51
7,57
6,56
6,5
12,16
9,62
13,15
8,72
13,67
8,32
8,69
9,86
1,76
2,02
11,6
8,42
0,73
-3,42
5,82
8,76
-1,07
-3
11,8
8,47
-0,29
12
-0,31
6,74
-4,38
-2,51
-0,3
9,11
-2,83
14,09
1,71
-3,04
-2,73
10,39
4,87
-0,17
2,47
11,91
11,72
9,73
0,39
-0,75
1,86
-3,76
4,59
4,54
8,22
15,12
-3,24
12,76
12,64
14,9
11,17
13,49
1,64
-4,98
4,78
1,26
7,95
11,04
3,48
14,98
7,54
3,08
-4,84
9,49
6
5,75
7,12
0,84
1,14
2,43
0,68
-3,07
2,93
-4,69
4,99
-1,7
-2,99
6,48
4,67
-0,02
7,21
-0,18
-3,7
2,21
1,2
-0,82
3,6
4,71
10,45
-3,94
-1,19
-4,46
1,1
0,81
7,11
14,19
-4,07
10,51
13,94
-2,67
2,86
11,32
6,47
5,07
9,08
9,09
5,41
1,18
5,43
1,33
-0,89
-3,67
1,22
-1,64
2,63
2,58
1,63
8,36
3,14
1,68
-3
-2,73
5,8
-0,06
-1,53
-0,01
11,24
-3,02
3,61
6,21
-2,77
1,91
7,94
2,2
12,53
11,3
8,76
6,64
8,54
7,52
9,18
-2,72
14,68
3,97
12,35
-2,66
9,73
-2,41
13,59
-0,61
7,41
2,98
2,22
7,12
-4,82
0,45
0,37
1,39
1,45
3,94
13,26
3,29
12,98
14,63
-1,04
12,61
3,79
14,43
1,24
6,73
9,22
10,4
15,23
11,03
7,91
15,13
-2,01
-3,32
2,99
-4,02
5,67
8,5
-1,21
-0,93
14,2
9,65
15,09
-4,32
1,87
6,93
5,78
2,23
0,05
-0,55
9,67
0,74
-0,3
-5,1
-0,13
15,15
8,96
10,7
11,76
1,72
5,57
12,42
3,16
6,59
14,62
-4,54
-2,69
-1,45
13,8
0,32
13,68
-0,39
-0,64
8,77
-4,72
4,72
12,92
2,97
7,41
9,71
-4,19
1,85
5,2
10,63
-3,78
2,02
10,28
-2,05
12,22
3,25
2,43
10,37
12,15
12,48
8,9
-3,36
1,35
3,36
-3,54
1,26
4,47
2,08
3,83
15,13
1,17
4,91
-3,76
6,34
15,02
10,55
-2,92
0,85
-1,86
-3,1
0,76
-1,42
2,07
7,93
5,22
7,46
0,58
14,77
1,74
5,41
13,3
-1,83
2,87
2,28
15,27
14,04
-1,78
4,42
1,36
1
0,09
9,13
13,43
5,47
4,32
6,72
0,64
-1,2
-1,67
-3,48
1,02
-3,57
7,08
10,1
6,57
5,18
9,98
8,83
13,54
4,41
-4,46
5,11
-4,81
13,83
-3,31
-2,14
-3,11
9,36
6,47
-4,17
7,18
8,06
14,89
12,55
12,21
7,03
0,55
12
-1,53
13,91
1,68
-3,37
11,3
0,08
-0,76
11,72
6,49
8,17
11,12
4,95
-1,08
4,8
6,29
12,36
0,32
10,39
8,8
15,01
3,64
1,31
4,68
6,68
7,74
-2,65
4,74
8,37
-3,06
9,94
13,3
14,95
-0,52
13,38
5,21
15,03
-2,41
14,31
9,21
10,52
9,44
0,38
6,78
4,13
13,65
-3,63
12,32
-2,76
-3,37
-2,61
7,08
-3,32
13,64
0,95
3,22
12,56
4,09
10,4
4,3
8,81
10,74
6,28
9,63
11,95
